# ISAACH
# energy
# ESO VLT ISAAC H (ESO web pages)
       12658.0      0.880000E-02
       12718.0      0.436250E-02
       12778.0      0.231000E-01
       12838.0      0.160000E-02
       12898.0      0.104000E-01
       12958.0      0.139000E-01
       13018.0      0.000000E+00
       13078.0      0.137000E-01
       13138.0      0.000000E+00
       13258.0      0.570000E-02
       13318.0      0.000000E+00
       13378.0      0.260000E-02
       13438.0      0.855120E-02
       13498.0      0.000000E+00
       13678.0      0.410000E-02
       13738.0      0.000000E+00
       13918.0      0.600000E-03
       13978.0      0.000000E+00
       14038.0      0.520000E-02
       14098.0      0.490039E-02
       14158.0      0.610000E-02
       14338.0      0.000000E+00
       14398.0      0.165000E-02
       14458.0      0.108006E-01
       14518.0      0.400000E-02
       14578.0      0.760000E-02
       14638.0      0.154992E-01
       14698.0      0.105000E-01
       14758.0      0.215000E-01
       14818.0      0.438002E-01
       14878.0      0.906000E-01
       14938.0      0.166901E+00
       14998.0      0.288302E+00
       15058.0      0.438800E+00
       15118.0      0.584451E+00
       15178.0      0.682550E+00
       15238.0      0.732500E+00
       15298.0      0.753700E+00
       15358.0      0.785733E+00
       15418.0      0.797900E+00
       15478.0      0.818400E+00
       15538.0      0.817400E+00
       15598.0      0.828300E+00
       15658.0      0.827950E+00
       15718.0      0.830900E+00
       15778.0      0.818200E+00
       15838.0      0.817800E+00
       15898.0      0.819100E+00
       15958.0      0.817600E+00
       16018.0      0.816700E+00
       16078.0      0.827367E+00
       16138.0      0.822000E+00
       16198.0      0.823600E+00
       16258.0      0.826900E+00
       16318.0      0.825300E+00
       16378.0      0.828567E+00
       16438.0      0.831550E+00
       16498.0      0.830433E+00
       16558.0      0.824900E+00
       16618.0      0.817300E+00
       16678.0      0.806800E+00
       16738.0      0.803633E+00
       16798.0      0.811600E+00
       16858.0      0.819400E+00
       16918.0      0.812900E+00
       16978.0      0.816400E+00
       17038.0      0.804800E+00
       17098.0      0.809033E+00
       17158.0      0.803267E+00
       17218.0      0.805400E+00
       17278.0      0.794533E+00
       17338.0      0.792000E+00
       17398.0      0.776633E+00
       17458.0      0.768700E+00
       17518.0      0.762933E+00
       17578.0      0.769700E+00
       17638.0      0.765767E+00
       17698.0      0.753333E+00
       17758.0      0.734333E+00
       17818.0      0.726333E+00
       17878.0      0.706600E+00
       17938.0      0.637800E+00
       17998.0      0.464025E+00
       18058.0      0.265867E+00
       18118.0      0.143133E+00
       18178.0      0.797500E-01
       18238.0      0.447000E-01
       18298.0      0.285000E-01
       18358.0      0.166750E-01
       18418.0      0.875000E-02
       18478.0      0.500000E-02
       18538.0      0.933333E-03
       18598.0      0.000000E+00
       18658.0      0.966667E-03
       18718.0      0.700000E-03
       18778.0      0.000000E+00
       18898.0      0.370000E-02
       18958.0      0.650000E-03
       19018.0      0.950000E-03
       19078.0      0.633333E-03
       19138.0      0.122500E-02
       19198.0      0.600000E-03
       19258.0      0.000000E+00
       19318.0      0.500000E-04
       19378.0      0.000000E+00
       19438.0      0.270000E-02
       19498.0      0.000000E+00
       19558.0      0.300000E-03
       19618.0      0.133333E-03
       19678.0      0.265000E-02
       19738.0      0.400000E-03
       19798.0      0.200000E-02
       19858.0      0.175000E-03
       19918.0      0.000000E+00
       19978.0      0.000000E+00
       20038.0      0.000000E+00
       20098.0      0.800313E-04
       20158.0      0.225110E-03
       20218.0      0.000000E+00
       20278.0      0.150005E-02
       20338.0      0.399951E-03
       20398.0      0.350073E-03
       20458.0      0.000000E+00
       20518.0      0.174993E-02
       20578.0      0.000000E+00
       20638.0      0.124993E-02
       20698.0      0.196000E-02
       20758.0      0.550000E-03
       20818.0      0.130000E-02
       20878.0      0.000000E+00
       20938.0      0.800000E-03
       20998.0      0.108000E-02
       21058.0      0.500000E-03
       21118.0      0.950000E-03
       21178.0      0.000000E+00
       21238.0      0.250000E-03
       21298.0      0.000000E+00
       21418.0      0.120000E-02
       21478.0      0.000000E+00
       21538.0      0.700000E-03
       21598.0      0.000000E+00
       21658.0      0.800000E-04
       21718.0      0.899902E-03
       21778.0      0.218000E-02
       21838.0      0.563615E-03
       21898.0      0.172414E-03
       21958.0      0.240000E-02
       22018.0      0.134000E-02
       22078.0      0.342858E-03
       22138.0      0.104006E-02
       22198.0      0.528571E-03
       22258.0      0.118021E-02
       22318.0      0.940000E-03
       22378.0      0.918260E-04
       22438.0      0.168000E-02
       22498.0      0.900000E-03
       22558.0      0.140000E-02
       22618.0      0.214000E-02
       22678.0      0.480645E-03
       22738.0      0.300195E-03
       22798.0      0.153191E-03
       22858.0      0.780000E-03
       22918.0      0.124000E-02
       22978.0      0.162035E-03
       23038.0      0.120000E-02
       23098.0      0.100000E-03
       23158.0      0.000000E+00
